Loyalty#,Gender,Income,Customer Lifetime Value,EnrollmentType,rejoined_program,Days_in_prog,Cancelled_program,Enrollment_year,Enrollment_month,Location_cluster,TotalFlights,TotalDistance,TotalPointsAccumulated,TotalPointsRedeemed,RecencyInMonths,Pct_Spend_Month_1,Pct_Spend_Month_2,Pct_Spend_Month_3,Pct_Spend_Month_4,Pct_Spend_Month_5,Pct_Spend_Month_6,Pct_Spend_Month_7,Pct_Spend_Month_8,Pct_Spend_Month_9,Pct_Spend_Month_10,Pct_Spend_Month_11,Pct_Spend_Month_12,Flights_per_day,Avg_spent_per_flight,Loyalty_Aurora,Loyalty_Nova,Loyalty_Star,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Marital_Divorced,Marital_Married,Marital_Single
100214,1,42837.0,4170.57,0,0,1242.0,0,2018,8,2,112.3,364601.7,36453.77,12908.6,1.0183968462549278,0.0,0.0651883193425535,0.0574151864128182,0.0,0.0,0.1696419876462708,0.0,0.2242196074644679,0.1357277998955937,0.0898488688549908,0.0074159682249599,0.2505422621583446,0.1025570776255707,147.9205511634845,0,0,1,1,0,0,0,0,0,1,0
100272,0,80979.0,6622.05,0,0,1816.0,0,2017,1,1,186.4,429630.5,42953.25,10891.4,2.0039421813403417,0.034944969239813,0.1105257460145623,0.0781363459109613,0.0411265736585706,0.054966737092071,0.1674536851111382,0.0707830024503384,0.1790043826718583,0.0245615873071304,0.044606636284798,0.0516249643507767,0.1422653699079813,0.1702283105022831,147.9205511634845,0,0,1,1,0,0,0,0,1,0,0
100301,1,52499.0,48356.96,0,0,1930.0,0,2016,9,1,238.6,456142.3,45605.63,11013.0,1.0183968462549278,0.0341405216855901,0.0948102240885609,0.073544428615502,0.0,0.1065800428587435,0.0458772305086016,0.1923030117114926,0.1342270680176986,0.0658887948702824,0.0056817546430122,0.1312131857404447,0.1157337372600707,0.2178995433789954,147.9205511634845,0,1,0,1,0,0,0,0,1,0,0
100364,1,61417.0,5143.88,0,0,1335.0,0,2018,5,0,174.9,343383.5,34332.25,8707.7,1.0183968462549278,0.0317485745909458,0.0131342979268763,0.0,0.0037684684225473,0.1762258517865854,0.148765956207356,0.1811355212664477,0.1853624507569413,0.060322291722797,0.0464161247806362,0.0,0.1531204625388665,0.1597260273972602,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
100380,0,51641.0,2465.62,0,0,2254.0,0,2015,10,4,169.1,367306.4,36723.94,17829.6,1.0183968462549278,0.0011164379421162,0.0296133802636645,0.1719608516951067,0.1415632418525899,0.1685086077365337,0.1796054562772948,0.0,0.0899002122321297,0.062166532240277,0.0610081597998471,0.0568433016718794,0.0377138182885605,0.1544292237442922,147.9205511634845,0,0,1,1,0,0,0,0,0,0,1
100428,1,43145.0,5845.43,0,0,2333.0,0,2015,8,2,159.7,342343.2,34224.82,19927.1,1.0183968462549278,0.0134878722517751,0.0262359305322862,0.0145800620719115,0.0717315679089035,0.1254215507926703,0.011336801771346,0.1084762461862473,0.2243868631011061,0.1803039431617171,0.0623231911811369,0.078919333980427,0.0827966370604724,0.1458447488584474,147.9205511634845,1,0,0,1,0,0,0,0,0,1,0
100504,0,59762.0,8807.61,0,0,243.0,1,2020,7,1,106.6,152468.1,15242.21,0.0,10.052562417871222,0.113697423142707,0.0483525682955424,0.1865215083639446,0.0,0.0,0.0,0.0,0.0124890025790223,0.0,0.3116641221975028,0.2467017578159597,0.080573617605321,0.0973515981735159,372.31344242929646,0,1,0,1,0,0,0,0,1,0,0
100550,0,30374.0,7861.8,0,0,2145.0,0,2016,2,4,215.3,407410.7,40732.97,12189.5,3.0223390275952693,0.1002436110109329,0.0457558091148276,0.1416309687214067,0.1494045241483741,0.1090283865870816,0.0262931968869444,0.1318347274947051,0.0805050552414911,0.0543049033743427,0.1609988174198935,0.0,0.0,0.19662100456621,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
100585,1,87957.0,7334.33,0,0,1870.0,0,2016,11,0,207.6,415571.2,41549.82,26735.5,1.0183968462549278,0.0728929752282921,0.0352194064859968,0.0362971488203799,0.0943108778810594,0.1813983791024846,0.0,0.1442013467206356,0.1488480575848463,0.0467718031028774,0.0664168942248125,0.0,0.1736431108486149,0.1895890410958904,147.9205511634845,0,0,1,1,0,0,0,0,1,0,0
100590,0,51840.0,34090.04,1,0,297.0,0,2021,3,0,28.0,85694.0,8566.0,4147.0,2.0039421813403417,0.0,0.0,0.0,0.0838197525099229,0.1654214335745972,0.0988792902171375,0.1585337380340882,0.0,0.0,0.2360494980154097,0.2572962876488442,0.0,0.0255707762557077,4488.767893217904,0,0,1,1,0,0,0,0,0,1,0
100642,0,27005.0,4892.63,0,0,2415.0,0,2015,5,4,187.9,394647.6,39458.66,7712.1,2.0039421813403417,0.0357082577056595,0.0,0.1274665688089762,0.0656048634190821,0.0,0.1619826927726385,0.2270685319775177,0.1456187310973054,0.1021342336511174,0.0570787249237556,0.0773373956439473,0.0,0.1715981735159817,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
100644,0,17622.0,4458.11,0,0,1256.0,0,2018,7,5,155.0,276930.0,27687.5,25301.4,1.0183968462549278,0.031313769751693,0.1400758465011286,0.0930560722347629,0.0155665914221218,0.1212926410835214,0.0567707449209932,0.0,0.1512018058690744,0.1230483069977426,0.0193950338600451,0.0823115124153498,0.1659676749435665,0.1415525114155251,147.9205511634845,0,0,1,0,0,0,0,1,1,0,0
100646,0,95697.0,2471.53,0,0,1175.0,0,2018,10,6,140.9,279582.8,27950.98,4583.0,2.0039421813403417,0.1795160670573983,0.0730564724385334,0.0,0.0884444838785616,0.2018505254556369,0.1315159611577125,0.058781481007106,0.0759293591852593,0.0451504741515324,0.0147518977867681,0.0925191173976726,0.0384841604838184,0.128675799086758,147.9205511634845,0,0,1,1,0,0,0,0,0,1,0
100727,1,28142.0,3873.65,0,0,1745.0,0,2017,3,4,224.1,466925.7,46684.77,15212.8,1.0183968462549278,0.0689274039477971,0.042176495675142,0.0199422638260829,0.1178797710688089,0.0291291999510761,0.0749683462079817,0.1548335784882307,0.0232504090734515,0.1737489549589727,0.0226412168251016,0.0972754069474905,0.1752269530298639,0.2046575342465753,147.9205511634845,0,1,0,0,0,0,0,1,0,1,0
100737,0,0.0,12786.67,0,0,622.0,0,2020,4,2,209.1,373931.3,37386.63,23519.0,2.0039421813403417,0.045818518545266,0.0658791658943317,0.0,0.0402550323471251,0.142932379837391,0.1758377259464145,0.1428786173024955,0.0628564275517745,0.0193117165147005,0.1804848417736501,0.1237455742868506,0.0,0.190958904109589,107.65325326271991,0,0,1,0,1,0,0,0,0,0,1
100753,1,21606.0,2534.31,0,0,1169.0,0,2018,10,4,289.4,528063.1,52798.91,8093.9,4.0078843626806835,0.0839235128149425,0.0421031419019824,0.1055588079375123,0.0974131852343163,0.0676169261827564,0.1743492431946038,0.1361929630744271,0.1141890997370968,0.05905595399602,0.0507054028198688,0.0528628337213779,0.0160289293850952,0.2642922374429223,147.9205511634845,0,0,1,1,0,0,0,0,1,0,0
100816,0,18577.0,6273.91,0,0,2129.0,0,2016,3,4,145.7,373504.6,37343.56,0.0,1.0183968462549278,0.1422700460266777,0.0918878650026939,0.198628357874825,0.063250531015254,0.0,0.0,0.0441039900855729,0.0566362714213642,0.0933371108699867,0.0,0.1620686404831248,0.1478171872205007,0.1330593607305936,147.9205511634845,1,0,0,0,0,0,0,1,1,0,0
100853,1,0.0,10153.89,0,0,1071.0,0,2019,1,1,199.8,333124.6,33304.96,9061.1,2.0039421813403417,0.0263699460981187,0.013254181959684,0.2067779093564442,0.0817592935106362,0.1381932300774419,0.0055364125944003,0.0,0.0409548607774938,0.0863853311939122,0.1710093631699302,0.1202697736313149,0.1094896976306231,0.1824657534246575,51.95909985615869,0,0,1,0,1,0,0,0,0,1,0
100883,0,0.0,3561.04,0,0,2012.0,0,2016,6,0,158.3,230051.4,22999.14,0.0,1.0183968462549278,0.2014997082499606,0.0,0.0,0.022573452746494,0.0,0.1019603341690167,0.0,0.2025501823111646,0.1004754960402867,0.0363926651170435,0.0341751908984422,0.3003729704675913,0.1445662100456621,147.9205511634845,0,0,1,0,1,0,0,0,0,0,1
100890,0,0.0,8007.4,0,0,1612.0,0,2017,8,1,138.8,252419.8,25234.48,15448.8,1.0183968462549278,0.1657165116935241,0.035119011764855,0.0344413675257029,0.0494957692807618,0.3122640133658391,0.0066575574372842,0.1137332728869388,0.0351106898180584,0.1570731792372975,0.0040024601259863,0.00823912361182,0.0781470432519314,0.1267579908675799,147.9205511634845,0,1,0,0,1,0,0,0,1,0,0
101018,0,33640.0,4392.98,0,0,1734.0,0,2017,4,0,206.6,464486.1,46440.11,9788.0,2.0039421813403417,0.0962887469474124,0.0810194032701473,0.1098565442674446,0.0142006554248041,0.1105158880975949,0.1247854494746028,0.1303881493820751,0.0680011309189405,0.0674851976018144,0.0118647436450947,0.0958253544188418,0.0897687365512269,0.188675799086758,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
101148,0,12964.0,4770.55,0,0,2251.0,0,2015,11,2,172.6,295913.1,29586.21,8168.8,1.0183968462549278,0.0,0.0191602777104603,0.0209415129548529,0.2290938920530882,0.1469857071926414,0.1138368178959048,0.0,0.0,0.1219612109830897,0.1159709202361505,0.0763869383743304,0.1556627225994813,0.1576255707762557,147.9205511634845,0,1,0,0,0,0,1,0,0,0,1
101356,1,25666.0,7482.64,0,0,2228.0,0,2015,11,1,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
101363,0,37449.0,12898.59,0,0,986.0,0,2019,4,3,153.0,283628.2,28356.32,19783.3,1.0183968462549278,0.1513087734938807,0.13631176400887,0.0087105802163327,0.2317042549950064,0.056883262708278,0.0617851681741495,0.0276121866307052,0.0,0.1243306606781133,0.0974862041336816,0.0742441191240612,0.029623025836921,0.1397260273972602,93.62417670922329,0,0,1,1,0,0,0,0,0,1,0
101487,1,81872.0,14024.36,0,0,2213.0,0,2015,12,4,278.2,484141.0,48403.1,38478.8,1.0183968462549278,0.0137257737624243,0.0605211236470391,0.0853976294906731,0.1433193328526479,0.0517260258123963,0.0321973179403798,0.2054283713233243,0.04915924806469,0.0979877321907068,0.0049963741991731,0.1131896510760674,0.1423514196404776,0.2540639269406393,147.9205511634845,1,0,0,1,0,0,0,0,0,1,0
101515,1,50296.0,7737.27,0,0,1807.0,0,2017,1,3,163.8,445615.6,44554.36,26917.7,2.0039421813403417,0.0168567116663778,0.0,0.0741590721985457,0.1200450416076002,0.0130227434531659,0.2177515286943859,0.1306202131508566,0.1332145720418832,0.0555501190006993,0.0458540982296682,0.1173903070316799,0.0755355929251368,0.1495890410958904,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
101540,0,50719.0,2688.88,0,0,581.0,0,2020,5,1,142.9,294953.6,29487.96,7444.0,1.0183968462549278,0.0402198049644668,0.0537168390081918,0.0192281866904323,0.0,0.0,0.1185110804545312,0.2697212692909242,0.0035946874588815,0.1130430860595307,0.091252497629541,0.0365912053597468,0.2541213430837535,0.1305022831050228,35.46313937144159,0,0,1,1,0,0,0,0,0,0,1
101544,0,33651.0,24249.34,0,0,1726.0,0,2017,4,4,184.4,342996.1,34293.409999999996,14158.0,1.0183968462549278,0.0563886764250041,0.1063390896385048,0.0115182479665918,0.0989644949277426,0.1469874241144289,0.0605947323407033,0.071675578485779,0.0436235416658769,0.1113782502235852,0.2143808387675649,0.0215784898614631,0.0565706355827548,0.1684018264840182,147.9205511634845,0,1,0,1,0,0,0,0,0,1,0
101547,0,0.0,5619.69,0,0,447.0,0,2020,10,1,58.0,122170.0,12215.0,4735.0,2.0039421813403417,0.1685632419156774,0.074662300450266,0.1608677855096193,0.1106017191977077,0.0,0.0,0.1289398280802292,0.2143266475644699,0.0349570200573065,0.0,0.1070814572247237,0.0,0.0529680365296803,237.35094306873435,0,0,1,0,1,0,0,0,0,1,0
101581,1,76357.0,4595.46,0,0,2266.0,0,2015,10,1,175.0,329315.1,32924.11,13061.4,2.0039421813403417,0.0981375047039996,0.0,0.2435039246315238,0.162726949946407,0.0435243352060237,0.0229679708882032,0.0621693342659831,0.1002010380842488,0.0167962019322618,0.0844639384329599,0.1655088019083887,0.0,0.1598173515981735,147.9205511634845,0,0,1,1,0,0,0,0,0,1,0
101594,1,25237.0,5205.75,0,0,1220.0,0,2018,8,1,207.0,421588.8,42150.78,13099.0,1.0183968462549278,0.1683451646683643,0.0,0.0704478066598055,0.1159266803603634,0.0434630153937839,0.0456219315514446,0.0488240075272628,0.1421995037814246,0.1011663366609111,0.0977464711210563,0.0739393197468706,0.0923197625287123,0.1890410958904109,147.9205511634845,0,0,1,0,0,1,0,0,1,0,0
101644,0,19683.0,8382.63,0,0,47.0,0,2021,11,1,6.0,20831.0,2083.0,0.0,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0054794520547945,32549.573936170338,0,0,1,0,0,0,0,1,0,1,0
101663,1,86148.0,5129.74,0,0,833.0,0,2019,9,1,211.1,440795.5,44072.35,14656.6,1.0183968462549278,0.0547735711846543,0.0880867482673376,0.0955440315753528,0.1178816196549537,0.0297075150292643,0.1168024850047705,0.1145566324464204,0.0654485181752277,0.0872447237326804,0.0545920514789885,0.0207937629829133,0.1545683404674359,0.1927853881278538,31.943039461165814,1,0,0,1,0,0,0,0,0,1,0
101664,1,76184.0,9002.41,0,0,1992.0,0,2016,7,3,137.2,377639.3,37758.53,0.0,1.0183968462549278,0.1261158736847011,0.1408791602851064,0.0431955375381403,0.0266429863662594,0.1547451661915863,0.2104271538113374,0.175419435025675,0.0272256361675097,0.053550813551269,0.0,0.025345266354384,0.0164529710240308,0.125296803652968,147.9205511634845,1,0,0,1,0,0,0,0,0,1,0
101709,0,47593.0,8396.61,0,0,1088.0,1,2018,9,3,201.6,430904.6,43082.66,6912.2,5.026281208935611,0.0612267209127755,0.1095654260902182,0.0,0.1460439072239272,0.1164357075445202,0.1613844177680765,0.1157238202098013,0.143027612501178,0.0285439664124731,0.0413816138557832,0.0562794869211882,0.0203873205600582,0.1841095890410959,147.9205511634845,1,0,0,1,0,0,0,0,0,0,1
101768,1,52423.0,13916.93,0,0,119.0,0,2021,9,2,6.0,12660.0,1265.0,0.0,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5675889328063242,0.4324110671936759,0.0054794520547945,21343.190966386635,0,1,0,1,0,0,0,0,0,0,1
101876,1,0.0,4949.53,0,0,242.0,1,2020,10,4,59.1,139229.6,13920.06,9792.0,7.030223390275952,0.1295971425410522,0.0,0.0,0.0,0.1928870996245706,0.0547411433571407,0.0,0.0,0.0,0.0,0.3089368867662927,0.3138377277109437,0.053972602739726,378.94417292444535,1,0,0,0,1,0,0,0,0,0,1
101895,0,68297.0,24543.2,0,0,2132.0,0,2016,2,4,157.4,357163.4,35706.44,0.0,1.0183968462549278,0.0157873481646448,0.0,0.1651702045905444,0.0610514517829276,0.0438691171676593,0.0415810145172691,0.1721042478611701,0.0361839488898921,0.1753067513871447,0.1679568167535043,0.0460141083793287,0.0749749905059143,0.1437442922374429,147.9205511634845,0,1,0,1,0,0,0,0,0,0,1
101902,0,0.0,6265.34,0,0,723.0,0,2020,1,1,361.5,758796.6,75866.06,13834.1,1.0183968462549278,0.0299211531480612,0.0201539397195531,0.0584319259494957,0.1275816880433753,0.1509565674031312,0.1424974487933075,0.0212875164467483,0.0952530024624977,0.124681840601713,0.1337805073836706,0.0889429344294405,0.0065114756190053,0.3301369863013698,26.248963803423962,1,0,0,0,1,0,0,0,0,1,0
101945,1,74057.0,4202.66,0,0,1861.0,0,2016,11,3,194.3,372439.8,37235.98,10085.0,1.0183968462549278,0.1106413742836901,0.0,0.2024335065170837,0.0,0.1078835577847018,0.1299914759863981,0.082232292529967,0.1640689999296379,0.0432377501545548,0.067483385693085,0.0213433351290875,0.0706843219917939,0.1774429223744292,147.9205511634845,0,0,1,1,0,0,0,0,0,1,0
102168,0,59253.0,7166.34,0,0,360.0,0,2021,1,1,83.0,145668.0,14564.0,0.0,1.0183968462549278,0.0,0.0,0.0741554517989563,0.056097226036803,0.113361713814886,0.2290579511123317,0.1328618511397967,0.0541746772864597,0.0,0.1209145839055204,0.1258582806921175,0.0935182642131282,0.0757990867579908,262.6218975903617,0,1,0,1,0,0,0,0,1,0,0
102184,1,61469.0,4923.18,0,0,977.0,0,2019,4,5,240.3,499922.4,49981.84,0.0,1.0183968462549278,0.0887350285623738,0.0989613427596903,0.1356798789320281,0.0933300974914088,0.0791537486415066,0.0509765146701282,0.0606130146469197,0.093462745669227,0.0017606394642534,0.0343058598883114,0.0901503426044339,0.1728707866697184,0.2194520547945205,22.962094464825828,0,0,1,1,0,0,0,0,0,1,0
102207,1,74487.0,6960.92,0,0,2408.0,0,2015,5,4,130.2,290242.0,29020.8,0.0,4.0078843626806835,0.0,0.1378321755430587,0.1362591658396736,0.0787631629727643,0.1412862498621678,0.0286690925129562,0.0,0.2015299371485279,0.0980331348550005,0.0,0.0,0.1776270812658507,0.118904109589041,147.9205511634845,0,1,0,1,0,0,0,0,1,0,0
102299,0,0.0,2089.34,0,0,1266.0,0,2018,7,0,221.8,292269.7,29220.57,0.0,2.0039421813403417,0.0,0.1537577809057113,0.054750129788707,0.0061336928061293,0.1091474259400141,0.1577039736048954,0.1431026157258397,0.1180332895627977,0.0964046902575822,0.0,0.0953431093233294,0.0656232920849935,0.2025570776255708,147.9205511634845,0,0,1,0,1,0,0,0,0,0,1
102308,1,0.0,12866.89,0,0,44.0,0,2021,11,4,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9205511634845,0,0,1,0,1,0,0,0,0,0,1
102311,0,60920.0,7507.46,0,0,793.0,0,2019,10,1,245.8,528591.8,52852.08,11157.0,3.0223390275952693,0.0619790176659083,0.0073223229814228,0.0094792863402916,0.068967578948643,0.0960652825773366,0.1671667415927623,0.1788334536691838,0.1303297807768398,0.1518961978412202,0.1279603376063912,0.0,0.0,0.2244748858447488,42.17470759708886,0,0,1,1,0,0,0,0,0,0,1
102376,1,0.0,12765.78,1,0,286.0,0,2021,3,1,68.0,97909.0,9788.0,4550.0,1.0183968462549278,0.0,0.0,0.0,0.0,0.1871679607682877,0.2171025745811197,0.0540457703310175,0.1295463833265222,0.0913363302002452,0.0641601961585615,0.0,0.256640784634246,0.0621004566210045,718.7643510900872,1,0,0,0,1,0,0,0,0,0,1
102464,1,39161.0,2725.68,0,0,891.0,0,2019,7,4,72.6,297925.2,29787.02,12224.6,2.0039421813403417,0.0572396970223943,0.0820827326802076,0.0453170542068323,0.2235184989972141,0.0514905485677989,0.0895191932593458,0.0,0.0079215712078616,0.1763717887858537,0.181300445630345,0.0852384696421461,0.0,0.0663013698630136,46.13968890001954,0,0,1,1,0,0,0,0,0,1,0
102726,1,71391.0,8044.87,0,0,488.0,0,2020,8,0,98.2,294479.4,29442.14,15122.6,1.0183968462549278,0.0632426854841394,0.0725151092957237,0.0,0.0565176308515617,0.0,0.0151483553844931,0.0345762909897174,0.1041704169601802,0.1546219126734673,0.2004698028064536,0.0734128021944057,0.2253249933598576,0.0896803652968036,183.8238424843913,0,1,0,1,0,0,0,0,0,1,0
102730,1,29735.0,2453.57,0,0,386.0,0,2020,12,3,86.0,142378.0,14233.0,0.0,1.0183968462549278,0.0,0.1112204032881332,0.0086418885688189,0.0,0.224197287992693,0.0893697744677861,0.0860675894049041,0.2188575844867561,0.076231293472915,0.0041452961427668,0.1240075879997189,0.0572612941755076,0.0785388127853881,80.9332193637788,0,0,1,0,0,0,1,0,0,0,1
102740,0,93836.0,16922.13,0,0,206.0,0,2021,6,1,18.0,31917.0,3191.0,0.0,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6449388906298966,0.0,0.3550611093701034,0.0164383561643835,4997.230946601961,0,0,1,1,0,0,0,0,0,1,0
102788,1,42596.0,11124.21,1,0,296.0,0,2021,3,4,219.7,405493.0,40540.7,10750.2,1.0183968462549278,0.0107546243651441,0.0,0.1674388947403473,0.1771123833579588,0.0154947990537903,0.0499707701149708,0.1361264112361158,0.1803210107373578,0.102638582954907,0.0205225859444952,0.0369843145283628,0.1026356229665496,0.2006392694063926,187.3102441597265,0,1,0,1,0,0,0,0,0,0,1
102851,0,38688.0,19435.63,0,0,1600.0,0,2017,8,2,204.0,410498.9,41041.39,15808.7,2.0039421813403417,0.059554513139053,0.0936254839321962,0.1323281204657055,0.0044832789532713,0.0687649711669122,0.0651018398743317,0.0,0.1629803474005144,0.0575972207568993,0.0626928084063429,0.1621660474949801,0.1307053684097931,0.1863013698630137,147.9205511634845,0,0,1,1,0,0,0,0,0,0,1
102877,0,0.0,2863.04,0,0,1642.0,0,2017,7,1,244.0,516550.0,51647.4,10598.9,4.0078843626806835,0.0779570704430426,0.0844904099722348,0.0487492109961004,0.1097245940744355,0.0075151895351944,0.1452394505822171,0.0742058651548771,0.1025418510902775,0.0927303213714533,0.0731500520839384,0.0727734600386466,0.110922524657582,0.2228310502283105,147.9205511634845,0,1,0,0,1,0,0,0,0,1,0
102982,1,71794.0,5235.57,0,0,768.0,0,2019,11,5,133.1,321935.3,32186.93,0.0,1.0183968462549278,0.0,0.0,0.0731663442272997,0.1259946195552045,0.0123428981887989,0.1640404971831734,0.1334231006187915,0.0944482745014824,0.1701870914684936,0.1347139972653496,0.0381832004481322,0.0534999765432739,0.1215525114155251,56.083978505353116,1,0,0,1,0,0,0,0,0,1,0
103043,1,90213.0,3351.21,0,0,28.0,0,2021,12,0,219.4,533939.1,53387.01,6775.4,1.0183968462549278,0.0218836005237978,0.089377921707921,0.0727916772263514,0.0975600618952063,0.1026442574701223,0.114406856649211,0.1022866798496488,0.1139014902688875,0.1418564178814284,0.1113909544662643,0.0158100256972623,0.0160900563638982,0.2003652968036529,597.339326409689,0,0,1,1,0,0,0,0,0,1,0
103151,0,45173.0,32613.69,0,0,2061.0,0,2016,5,2,163.1,469453.7,46937.87,10133.4,1.0183968462549278,0.044164765039402,0.026226158110711,0.047697733194966,0.0799228852949654,0.041138211001053,0.1460034296400752,0.1508575058902332,0.0226816853853828,0.1298384438833718,0.0997094670039352,0.0449104315981956,0.1668492839577083,0.1489497716894977,147.9205511634845,1,0,0,1,0,0,0,0,0,1,0
103217,1,0.0,6439.33,0,0,1892.0,0,2016,10,4,166.4,341188.9,34110.19,0.0,1.0183968462549278,0.0675264488412406,0.0,0.092435720821256,0.0,0.1971970839212563,0.1152441543128314,0.0779849071494471,0.0593664239337277,0.2049836134011566,0.0444148801281962,0.0593461953744614,0.0815005721164262,0.1519634703196347,147.9205511634845,0,0,1,0,1,0,0,0,0,0,1
