,Loyalty#,TotalFlights,TotalDistance,TotalPointsAccumulated,TotalPointsRedeemed,LastFlightDate,RecencyInMonths,Pct_Spend_Month_1,Pct_Spend_Month_2,Pct_Spend_Month_3,Pct_Spend_Month_4,Pct_Spend_Month_5,Pct_Spend_Month_6,Pct_Spend_Month_7,Pct_Spend_Month_8,Pct_Spend_Month_9,Pct_Spend_Month_10,Pct_Spend_Month_11,Pct_Spend_Month_12,Total_Spend_Month_1,Total_Spend_Month_2,Total_Spend_Month_3,Total_Spend_Month_4,Total_Spend_Month_5,Total_Spend_Month_6,Total_Spend_Month_7,Total_Spend_Month_8,Total_Spend_Month_9,Total_Spend_Month_10,Total_Spend_Month_11,Total_Spend_Month_12,TotalFlightsWithCompanions,TotalFlightSpend,PctFlightsWithCompanions,PctPointsSpent
21,100883,158.3,230051.4,22999.14,0.0,2021-12-01,1.0183968462549278,0.20149970824996064,0.0,0.0,0.022573452746494,0.0,0.10196033416901676,0.0,0.20255018231116467,0.10047549604028672,0.036392665117043504,0.034175190898442294,0.30037297046759137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.09475679090334807,0.0
22,100890,138.8,252419.8,25234.48,15448.8,2021-12-01,1.0183968462549278,0.1657165116935241,0.035119011764855074,0.034441367525702926,0.04949576928076188,0.3122640133658391,0.006657557437284224,0.11373327288693882,0.03511068981805847,0.15707317923729752,0.004002460125986349,0.008239123611820017,0.07814704325193149,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,47.5,40.0,42.0,152.5,0.3025936599423631,0.6122099603399792
23,101018,206.6,464486.1,46440.11,9788.0,2021-11-01,2.0039421813403417,0.09628874694741248,0.0810194032701473,0.10985654426744466,0.014200655424804118,0.11051588809759494,0.12478544947460288,0.1303881493820751,0.06800113091894054,0.06748519760181447,0.011864743645094725,0.09582535441884182,0.08976873655122694,0.0,0.0,0.0,0.0,57.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,61.0,97.0,0.2952565343659245,0.210766081303425
24,101148,181.6,295913.1,29586.21,8168.8,2021-12-01,1.0183968462549278,0.0,0.01916027771046038,0.020941512954852953,0.22909389205308828,0.14698570719264145,0.11383681789590488,0.0,0.0,0.12196121098308976,0.11597092023615058,0.07638693837433047,0.15566272259948133,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,30.0,81.0,0.16519823788546256,0.2761016027399251
25,101356,0.0,0.0,0.0,0.0,,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,101363,153.0,283628.2,28356.32,19783.3,2021-12-01,1.0183968462549278,0.15130877349388072,0.13631176400887,0.008710580216332725,0.2317042549950064,0.056883262708278086,0.061785168174149536,0.027612186630705256,0.0,0.12433066067811338,0.09748620413368166,0.07424411912406123,0.029623025836921012,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,101.2,0.0,47.5,0.0,35.0,193.7,0.22875816993464052,0.6976681036185232
27,101487,285.2,484141.0,48403.1,38478.8,2021-12-01,1.0183968462549278,0.01372577376242431,0.06052112364703914,0.08539762949067314,0.1433193328526479,0.05172602581239632,0.03219731794037986,0.20542837132332434,0.04915924806469008,0.0979877321907068,0.004996374199173194,0.11318965107606746,0.1423514196404776,116.9,0.0,0.0,0.0,38.0,110.2,0.0,114.0,0.0,0.0,0.0,0.0,59.0,379.1,0.20687237026647967,0.7949656117066883
28,101515,163.8,445615.6,44554.36,26917.7,2021-11-01,2.0039421813403417,0.01685671166637788,0.0,0.07415907219854577,0.12004504160760025,0.013022743453165975,0.21775152869438594,0.13062021315085662,0.13321457204188322,0.05555011900069937,0.045854098229668204,0.11739030703167995,0.07553559292513684,0.0,0.0,0.0,0.0,0.0,62.0,0.0,110.2,0.0,0.0,0.0,95.0,43.0,267.2,0.26251526251526247,0.6041541164545962
29,101540,142.9,294953.6,29487.96,7444.0,2021-12-01,1.0183968462549278,0.04021980496446685,0.05371683900819182,0.0192281866904323,0.0,0.0,0.11851108045453128,0.2697212692909242,0.003594687458881523,0.11304308605953074,0.091252497629541,0.036591205359746824,0.2541213430837535,0.0,0.0,39.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,74.0,0.20293911826452063,0.2524420136218308
30,101544,184.4,342996.1,34293.409999999996,14158.0,2021-12-01,1.0183968462549278,0.0563886764250041,0.10633908963850489,0.011518247966591831,0.09896449492774266,0.14698742411442897,0.06059473234070335,0.07167557848577905,0.04362354166587691,0.11137825022358522,0.21438083876756495,0.021578489861463178,0.05657063558275482,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,37.0,0.0,62.0,43.0,139.0,0.23318872017353579,0.4128489992683726
31,101547,58.0,122170.0,12215.0,4735.0,2021-11-01,2.0039421813403417,0.16856324191567745,0.07466230045026606,0.16086778550961933,0.11060171919770774,0.0,0.0,0.12893982808022922,0.21432664756446992,0.03495702005730659,0.0,0.1070814572247237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,11.0,47.0,0.1896551724137931,0.38763814981580025
32,101581,175.0,329315.1,32924.11,13061.4,2021-11-01,2.0039421813403417,0.0981375047039996,0.0,0.24350392463152382,0.16272694994640705,0.04352433520602379,0.022967970888203206,0.062169334265983194,0.10020103808424889,0.0167962019322618,0.08446393843295992,0.1655088019083887,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,83.6,0.0,23.0,128.6,0.13142857142857142,0.39671231811581237
33,101594,207.0,421588.8,42150.78,13099.0,2021-12-01,1.0183968462549278,0.16834516466836438,0.0,0.07044780665980559,0.11592668036036344,0.04346301539378394,0.0456219315514446,0.04882400752726285,0.14219950378142468,0.10116633666091114,0.09774647112105636,0.07393931974687064,0.09231976252871239,0.0,0.0,55.1,28.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,50.0,129.1,0.24154589371980675,0.31076530493623133
34,101644,6.0,20831.0,2083.0,0.0,2021-12-01,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,101663,211.1,440795.5,44072.35,14656.6,2021-12-01,1.0183968462549278,0.05477357118465432,0.08808674826733767,0.0955440315753528,0.11788161965495371,0.029707515029264376,0.11680248500477056,0.11455663244642049,0.06544851817522777,0.08724472373268045,0.05459205147898852,0.02079376298291332,0.15456834046743592,0.0,0.0,0.0,68.4,0.0,0.0,0.0,77.9,0.0,0.0,0.0,0.0,59.0,146.3,0.2794883941260066,0.33255771475766555
36,101664,137.2,377639.3,37758.53,0.0,2021-12-01,1.0183968462549278,0.12611587368470117,0.14087916028510644,0.04319553753814039,0.026642986366259492,0.15474516619158638,0.21042715381133748,0.175419435025675,0.0272256361675097,0.05355081355126908,0.0,0.02534526635438403,0.01645297102403086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.24052478134110788,0.0
37,101709,201.6,430904.6,43082.66,6912.2,2021-08-01,5.026281208935611,0.06122672091277558,0.1095654260902182,0.0,0.14604390722392724,0.11643570754452026,0.16138441776807655,0.11572382020980136,0.143027612501178,0.028543966412473143,0.04138161385578328,0.056279486921188254,0.020387320560058268,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,68.4,0.24801587301587302,0.16044041848855198
38,101768,6.0,12660.0,1265.0,0.0,2021-12-01,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5675889328063242,0.4324110671936759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
39,101876,59.1,139229.6,13920.06,9792.0,2021-06-01,7.030223390275952,0.12959714254105226,0.0,0.0,0.0,0.1928870996245706,0.054741143357140705,0.0,0.0,0.0,0.0,0.3089368867662927,0.31383772771094376,41.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,97.0,0.2876480541455161,0.703445243770501
40,101895,174.4,357163.4,35706.44,0.0,2021-12-01,1.0183968462549278,0.015787348164644808,0.0,0.16517020459054443,0.06105145178292768,0.043869117167659386,0.04158101451726915,0.17210424786117012,0.036183948889892126,0.17530675138714472,0.16795681675350438,0.04601410837932877,0.07497499050591434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.16628440366972477,0.0
41,101902,361.5,758796.6,75870.16,13834.1,2021-12-01,1.0183968462549278,0.029919536218191715,0.02015285060687891,0.05842876830627483,0.1275747935683805,0.1509642262517965,0.14252797147126092,0.02128636607593816,0.095247855019681,0.12467510283357779,0.13377327792639426,0.08893812798075028,0.006511123740875201,0.0,0.0,0.0,102.1,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,137.1,0.1825726141078838,0.18233914361061054
42,101945,194.3,372439.8,37235.98,10085.0,2021-12-01,1.0183968462549278,0.11064137428369014,0.0,0.20243350651708375,0.0,0.1078835577847018,0.12999147598639813,0.082232292529967,0.16406899992963797,0.04323775015455482,0.06748338569308503,0.021343335129087513,0.07068432199179396,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,22.0,100.0,0.11322696860524961,0.27084019273831383
43,102168,83.0,145668.0,14564.0,0.0,2021-12-01,1.0183968462549278,0.0,0.0,0.07415545179895633,0.056097226036803075,0.11336171381488602,0.22905795111233176,0.13286185113979676,0.05417467728645976,0.0,0.12091458390552046,0.12585828069211755,0.09351826421312825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.20481927710843373,0.0
44,102184,265.3,499922.4,49981.84,0.0,2021-12-01,1.0183968462549278,0.08873502856237385,0.09896134275969033,0.13567987893202813,0.09333009749140887,0.0791537486415066,0.0509765146701282,0.06061301464691977,0.09346274566922708,0.001760639464253417,0.03430585988831144,0.09015034260443394,0.17287078666971845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.2713908782510365,0.0
45,102207,130.2,290242.0,29020.8,0.0,2021-09-01,4.0078843626806835,0.0,0.13783217554305877,0.13625916583967362,0.07876316297276437,0.1412862498621678,0.028669092512956226,0.0,0.20152993714852793,0.09803313485500055,0.0,0.0,0.1776270812658507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.16129032258064518,0.0
46,102299,221.8,292269.7,29220.57,0.0,2021-11-01,2.0039421813403417,0.0,0.1537577809057113,0.05475012978870706,0.006133692806129382,0.10914742594001417,0.15770397360489546,0.1431026157258397,0.11803328956279771,0.09640469025758225,0.0,0.09534310932332943,0.06562329208499355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.30658250676284937,0.0
47,102308,0.0,0.0,0.0,0.0,,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,102311,245.8,528591.8,52852.08,11157.0,2021-10-01,3.0223390275952693,0.06197901766590833,0.00732232298142287,0.009479286340291623,0.06896757894864308,0.09606528257733661,0.16716674159276232,0.17883345366918388,0.13032978077683982,0.15189619784122027,0.12796033760639128,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,33.0,110.0,0.1342554922701383,0.2110985982008655
49,102376,72.0,97909.0,9788.0,4550.0,2021-12-01,1.0183968462549278,0.0,0.0,0.0,0.0,0.1871679607682877,0.21710257458111973,0.054045770331017574,0.12954638332652227,0.0913363302002452,0.0641601961585615,0.0,0.256640784634246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,45.0,0.4166666666666667,0.4648549243972211
50,102464,72.6,297925.2,29787.02,12224.6,2021-11-01,2.0039421813403417,0.05723969702239431,0.08208273268020767,0.04531705420683237,0.22351849899721418,0.051490548567798985,0.08951919325934585,0.0,0.007921571207861678,0.1763717887858537,0.181300445630345,0.08523846964214613,0.0,0.0,0.0,0.0,0.0,0.0,121.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,121.6,0.48209366391184577,0.4104002347331153
51,102615,8.0,22608.0,2260.0,0.0,2021-10-01,3.0223390275952693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,102726,98.2,294479.4,29442.14,15122.6,2021-12-01,1.0183968462549278,0.0632426854841394,0.07251510929572375,0.0,0.056517630851561744,0.0,0.015148355384493111,0.03457629098971746,0.1041704169601802,0.15462191267346734,0.20046980280645363,0.0734128021944057,0.22532499335985767,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,30.0,148.0,0.30549898167006106,0.5136379352859541
53,102730,86.0,142378.0,14233.0,0.0,2021-12-01,1.0183968462549278,0.0,0.11122040328813321,0.008641888568818942,0.0,0.22419728799269303,0.08936977446778613,0.0860675894049041,0.21885758448675613,0.07623129347291506,0.004145296142766809,0.12400758799971896,0.05726129417550763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.43023255813953487,0.0
54,102740,18.0,31917.0,3191.0,0.0,2021-12-01,1.0183968462549278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6449388906298966,0.0,0.35506110937010343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1111111111111111,0.0
55,102788,219.7,405493.0,40540.7,10750.2,2021-12-01,1.0183968462549278,0.010754624365144164,0.0,0.16743889474034737,0.1771123833579588,0.015494799053790389,0.049970770114970885,0.13612641123611582,0.1803210107373578,0.10263858295490705,0.020522585944495287,0.03698431452836286,0.10263562296654967,0.0,0.0,0.0,0.0,106.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,106.4,0.21847974510696405,0.26517055699580916
56,102851,204.0,410498.9,41041.39,15808.7,2021-11-01,2.0039421813403417,0.059554513139053036,0.09362548393219626,0.1323281204657055,0.00448327895327132,0.06876497116691223,0.06510183987433174,0.0,0.16298034740051448,0.05759722075689931,0.06269280840634296,0.1621660474949801,0.13070536840979313,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,77.0,155.4,0.37745098039215685,0.3851891955901104
57,102877,244.0,516550.0,51647.4,10598.9,2021-09-01,4.0078843626806835,0.07795707044304262,0.08449040997223481,0.04874921099610048,0.1097245940744355,0.007515189535194414,0.1452394505822171,0.07420586515487711,0.10254185109027754,0.09273032137145334,0.0731500520839384,0.07277346003864667,0.110922524657582,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,0.0,0.0,69.0,104.3,0.2827868852459016,0.20521652590449857
58,102982,133.1,321935.3,32186.93,0.0,2021-12-01,1.0183968462549278,0.0,0.0,0.07316634422729973,0.12599461955520458,0.012342898188798994,0.16404049718317343,0.13342310061879153,0.09444827450148244,0.1701870914684936,0.13471399726534963,0.03818320044813221,0.05349997654327394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.4507888805409467,0.0
59,103043,238.4,533939.1,53387.01,6775.4,2021-12-01,1.0183968462549278,0.021883600523797824,0.08937792170792107,0.07279167722635149,0.09756006189520633,0.10264425747012239,0.11440685664921109,0.10228667984964881,0.1139014902688875,0.14185641788142844,0.11139095446626433,0.01581002569726231,0.016090056363898257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,0.0,0.0,47.0,66.5,0.19714765100671142,0.12691102198830764
60,103151,163.1,469453.7,46937.87,10133.4,2021-12-01,1.0183968462549278,0.04416476503940208,0.02622615811071103,0.04769773319496602,0.07992288529496544,0.041138211001053096,0.14600342964007526,0.1508575058902332,0.022681685385382847,0.1298384438833718,0.0997094670039352,0.04491043159819565,0.16684928395770834,0.0,0.0,0.0,0.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,98.9,0.11036174126302882,0.21588964305367925
61,103217,166.4,341188.9,34110.19,0.0,2021-12-01,1.0183968462549278,0.06752644884124069,0.0,0.09243572082125605,0.0,0.19719708392125637,0.11524415431283144,0.07798490714944713,0.059366423933727715,0.20498361340115667,0.04441488012819629,0.05934619537446141,0.0815005721164262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.2283653846153846,0.0
62,103304,214.5,409681.5,40960.85,14403.9,2021-11-01,2.0039421813403417,0.05051164709716718,0.13599815433517617,0.03298271398176551,0.0488434688244995,0.08717519289760833,0.07603064877804049,0.21577286604159826,0.1300124387067163,0.07114110180819001,0.0999371350936321,0.020125314782286012,0.031469317653320186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,79.8,0.0,59.0,140.6,0.27505827505827507,0.3516504174107715
